ID,sex,personal_status,checking_account_status,credit_duration_months,credit_history,credit_purpose,credit_amount,savings,employed_since_years,installment_rate,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,num_existing_credits,job_status,num_people_liable_for,telephone,foreign_worker,credit_risk,age_groups
245,male,married/widowed,... >= 200 DM,24,no credits taken/all credits paid back duly,retraining,1258,unknown/no savings account,4 <= ... < 7 years,< 20,none,< 1 yr,unknown/no property,25,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
2,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,repairs,2096,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,none,4 <= ... < 7 yrs,unknown/no property,49,none,rent,1,unskilled - resident,3 or more,False,False,0,1
767,female/male,female (non-single) or male (single),... >= 200 DM,10,no credits taken/all credits paid back duly,car (new),2901,.. >= 1000 DM,... < 1 year,>= 35,none,>= 7 yrs,unknown/no property,31,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
692,male,married/widowed,... < 0 DM,24,no credits taken/all credits paid back duly,furniture/equipment,2896,... < 100 DM,... < 1 year,25 <= ... < 35,none,< 1 yr,building society savings agreement/life insurance,29,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
33,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,retraining,1264,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,real estate,57,none,for free,1,unskilled - resident,0 to 2,False,False,0,1
27,female/male,female (non-single) or male (single),0 <= ... < 200 DM,12,critical account/other credits existing (not at this bank),furniture/equipment,409,500 <= ... < 1000 DM,1 <= ... < 4 years,20 <= ... < 25,none,4 <= ... < 7 yrs,unknown/no property,42,none,for free,2-3,skilled employee/official,0 to 2,False,False,0,1
695,male,married/widowed,... >= 200 DM,6,no credits taken/all credits paid back duly,car (new),1236,100 <= ... < 500 DM,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,car or other,50,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
455,female/male,female (non-single) or male (single),... >= 200 DM,24,no credits taken/all credits paid back duly,car (new),2679,unknown/no savings account,... < 1 year,< 20,none,< 1 yr,real estate,29,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
123,male,married/widowed,0 <= ... < 200 DM,10,all credits at this bank paid back duly,others,781,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,real estate,63,none,own,2-3,skilled employee/official,0 to 2,True,False,0,1
95,male,married/widowed,... < 0 DM,54,delay in paying off in the past,retraining,15945,unknown/no savings account,... < 1 year,20 <= ... < 25,none,>= 7 yrs,real estate,58,none,for free,1,skilled employee/official,0 to 2,True,False,1,1
385,female/male,female (non-single) or male (single),... >= 200 DM,18,all credits at this bank paid back duly,furniture/equipment,2238,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,< 1 yr,building society savings agreement/life insurance,25,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
430,male,married/widowed,... >= 200 DM,5,no credits taken/all credits paid back duly,retraining,3448,unknown/no savings account,4 <= ... < 7 years,>= 35,none,>= 7 yrs,unknown/no property,74,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
289,female,single,no checking account,24,existing credits paid back duly till now,furniture/equipment,1024,unknown/no savings account,... < 1 year,< 20,none,>= 7 yrs,unknown/no property,48,stores,rent,1,skilled employee/official,0 to 2,False,False,1,1
12,female/male,female (non-single) or male (single),... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1567,unknown/no savings account,1 <= ... < 4 years,>= 35,none,< 1 yr,building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,0 to 2,True,False,0,0
110,male,divorced/separated,... < 0 DM,6,existing credits paid back duly till now,retraining,1449,... < 100 DM,.. >= 7 years,>= 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,31,bank,rent,2-3,skilled employee/official,3 or more,False,False,0,1
763,male,married/widowed,... >= 200 DM,21,all credits at this bank paid back duly,others,12680,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,real estate,30,none,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
137,male,married/widowed,... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,766,100 <= ... < 500 DM,1 <= ... < 4 years,< 20,none,4 <= ... < 7 yrs,unknown/no property,66,none,rent,1,unskilled - resident,0 to 2,False,False,1,1
206,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,car (used),1935,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,unknown/no property,43,none,rent,4-5,skilled employee/official,0 to 2,True,False,0,1
575,female/male,female (non-single) or male (single),... >= 200 DM,15,all credits at this bank paid back duly,car (used),2788,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,building society savings agreement/life insurance,24,bank,rent,2-3,skilled employee/official,0 to 2,False,False,0,0
659,male,married/widowed,... < 0 DM,18,all credits at this bank paid back duly,car (used),6361,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,< 1 yr,real estate,41,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
270,male,married/widowed,... >= 200 DM,18,no credits taken/all credits paid back duly,others,2662,.. >= 1000 DM,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,car or other,32,none,rent,1,skilled employee/official,0 to 2,False,True,0,1
453,male,married/widowed,... >= 200 DM,24,no credits taken/all credits paid back duly,car (new),2670,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,35,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
105,male,married/widowed,... < 0 DM,24,all credits at this bank paid back duly,business,11938,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,building society savings agreement/life insurance,39,none,rent,2-3,management/self-employed/highly qualified employee/officer,3 or more,True,False,1,1
93,male,married/widowed,0 <= ... < 200 DM,24,all credits at this bank paid back duly,car (used),3617,.. >= 1000 DM,.. >= 7 years,< 20,co-applicant,>= 7 yrs,real estate,20,none,for free,2-3,skilled employee/official,0 to 2,False,False,0,0
444,female/male,female (non-single) or male (single),... < 0 DM,48,all credits at this bank paid back duly,car (used),5096,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,30,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
388,male,married/widowed,... < 0 DM,15,all credits at this bank paid back duly,retraining,2326,100 <= ... < 500 DM,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,27,bank,rent,1,skilled employee/official,0 to 2,False,False,0,1
350,female/male,female (non-single) or male (single),... >= 200 DM,9,no credits taken/all credits paid back duly,radio/television,1236,unknown/no savings account,... < 1 year,>= 35,none,>= 7 yrs,unknown/no property,23,none,for free,1,skilled employee/official,0 to 2,True,False,0,0
349,male,married/widowed,... < 0 DM,9,all credits at this bank paid back duly,repairs,1136,500 <= ... < 1000 DM,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,real estate,32,none,own,2-3,skilled employee/official,3 or more,False,False,1,1
646,male,divorced/separated,no checking account,30,delay in paying off in the past,car (used),4583,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,guarantor,1 <= ... < 4 yrs,unknown/no property,32,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
604,female/male,female (non-single) or male (single),0 <= ... < 200 DM,10,no credits taken/all credits paid back duly,car (used),1275,unknown/no savings account,... < 1 year,< 20,none,1 <= ... < 4 yrs,car or other,23,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
353,male,married/widowed,no checking account,12,delay in paying off in the past,furniture/equipment,6199,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,car or other,28,none,for free,2-3,skilled employee/official,0 to 2,True,False,1,1
298,male,married/widowed,... >= 200 DM,18,no credits taken/all credits paid back duly,car (used),2515,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,>= 7 yrs,unknown/no property,43,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
450,male,married/widowed,... >= 200 DM,36,all credits at this bank paid back duly,car (new),11054,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,30,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
25,male,married/widowed,no checking account,6,no credits taken/all credits paid back duly,car (used),1374,unknown/no savings account,1 <= ... < 4 years,>= 35,none,1 <= ... < 4 yrs,unknown/no property,36,bank,rent,1,unskilled - resident,0 to 2,True,False,0,1
779,female/male,female (non-single) or male (single),... < 0 DM,18,no credits taken/all credits paid back duly,domestic appliances,3872,unknown/no savings account,unemployed,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,67,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
867,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,car (used),3331,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,car or other,42,stores,rent,1,skilled employee/official,0 to 2,False,False,0,1
303,male,married/widowed,no checking account,10,all credits at this bank paid back duly,others,1038,unknown/no savings account,4 <= ... < 7 years,< 20,co-applicant,4 <= ... < 7 yrs,car or other,49,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
296,female/male,female (non-single) or male (single),... >= 200 DM,12,no credits taken/all credits paid back duly,car (new),4675,.. >= 1000 DM,... < 1 year,>= 35,none,>= 7 yrs,building society savings agreement/life insurance,20,none,for free,1,skilled employee/official,0 to 2,False,False,0,0
170,male,married/widowed,no checking account,15,delay in paying off in the past,others,950,unknown/no savings account,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,33,none,for free,2-3,skilled employee/official,3 or more,False,False,1,1
993,male,married/widowed,no checking account,36,no credits taken/all credits paid back duly,car (used),3959,unknown/no savings account,unemployed,< 20,none,4 <= ... < 7 yrs,car or other,30,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
637,male,married/widowed,... >= 200 DM,60,existing credits paid back duly till now,furniture/equipment,15653,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,21,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,0
222,male,married/widowed,... >= 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,707,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,unknown/no property,30,bank,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
977,male,married/widowed,... < 0 DM,18,existing credits paid back duly till now,retraining,2427,.. >= 1000 DM,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,car or other,42,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
930,male,married/widowed,no checking account,24,no credits taken/all credits paid back duly,car (used),1747,unknown/no savings account,... < 1 year,< 20,co-applicant,< 1 yr,car or other,24,none,rent,1,unskilled - resident,0 to 2,False,True,0,0
785,male,married/widowed,... < 0 DM,18,no credits taken/all credits paid back duly,retraining,1941,500 <= ... < 1000 DM,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,car or other,35,none,rent,1,unskilled - resident,0 to 2,True,False,0,1
806,female,single,... < 0 DM,6,no credits taken/all credits paid back duly,furniture/equipment,590,unknown/no savings account,... < 1 year,20 <= ... < 25,none,4 <= ... < 7 yrs,unknown/no property,26,none,rent,1,unskilled - resident,0 to 2,False,True,0,1
412,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,retraining,2292,unknown/no savings account,unemployed,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,42,stores,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
16,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,furniture/equipment,2424,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,car or other,53,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
633,female/male,female (non-single) or male (single),... >= 200 DM,9,no credits taken/all credits paid back duly,car (used),1980,unknown/no savings account,... < 1 year,25 <= ... < 35,co-applicant,1 <= ... < 4 yrs,building society savings agreement/life insurance,19,none,for free,2-3,skilled employee/official,0 to 2,False,False,1,0
827,male,married/widowed,... >= 200 DM,18,delay in paying off in the past,retraining,4165,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,36,stores,rent,2-3,skilled employee/official,3 or more,False,False,1,1
989,male,married/widowed,... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,1743,unknown/no savings account,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,car or other,48,none,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
308,female/male,female (non-single) or male (single),... < 0 DM,8,no credits taken/all credits paid back duly,car (used),1237,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,>= 7 yrs,unknown/no property,24,none,rent,1,skilled employee/official,0 to 2,False,False,1,0
879,male,married/widowed,... >= 200 DM,30,all credits at this bank paid back duly,furniture/equipment,6742,.. >= 1000 DM,4 <= ... < 7 years,25 <= ... < 35,none,4 <= ... < 7 yrs,car or other,36,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
852,male,married/widowed,... >= 200 DM,15,all credits at this bank paid back duly,furniture/equipment,1471,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,real estate,35,none,own,2-3,skilled employee/official,0 to 2,True,False,0,1
